iter	Accuracy	MultiClass
876	0.998552244	0.03112975004
877	0.998552244	0.0310486546
878	0.998552244	0.03101774904
879	0.9986021666	0.0310046516
880	0.9986021666	0.0309493142
881	0.9986021666	0.0309157394
882	0.9986021666	0.03088826116
883	0.9986021666	0.03082023874
884	0.9986520893	0.03079577228
885	0.9986520893	0.03074967416
886	0.9986520893	0.03072815229
887	0.9986520893	0.03067239187
888	0.9986520893	0.03065262774
889	0.9986520893	0.03062811919
890	0.9986520893	0.03059028689
891	0.9986520893	0.03055025328
892	0.9986520893	0.03053099085
893	0.9987020119	0.03045954149
894	0.9987020119	0.03044459826
895	0.9987020119	0.03039778556
896	0.9987020119	0.03037747085
897	0.9987519345	0.03035784123
898	0.9987519345	0.03033074409
899	0.9987519345	0.03030374639
900	0.9987519345	0.0302935238
901	0.9987519345	0.03025694567
902	0.9987519345	0.03023558463
903	0.9987519345	0.03020570198
904	0.9987519345	0.03018514526
905	0.9987519345	0.03016341522
906	0.9987519345	0.0301298455
907	0.9987519345	0.03010825103
908	0.9987519345	0.03007404445
909	0.9987519345	0.03002174274
910	0.9987519345	0.02999010815
911	0.9987519345	0.02995827256
912	0.9987519345	0.02993791439
913	0.9987519345	0.02990726007
914	0.9987519345	0.02983149567
915	0.9987519345	0.0298165367
916	0.9987519345	0.02979324751
917	0.9987519345	0.02972465681
918	0.9988018571	0.0296636048
919	0.9987519345	0.02963936145
920	0.9987519345	0.02961969017
921	0.9987519345	0.0295722242
922	0.9988018571	0.02954702016
923	0.9988018571	0.02952469958
924	0.9988018571	0.02951751853
925	0.9989017024	0.0294479067
926	0.9989017024	0.02943337155
927	0.9988517797	0.02939305756
928	0.9988517797	0.02935813399
929	0.9989017024	0.02933336624
930	0.9989017024	0.02932126248
931	0.9989017024	0.029251298
932	0.9989017024	0.02923234568
933	0.9989017024	0.02919939214
934	0.9989017024	0.02917534842
935	0.9989017024	0.02915759102
936	0.9989017024	0.02908145714
937	0.9989017024	0.02905655713
938	0.9989017024	0.02903410014
939	0.9989017024	0.02898047765
940	0.9989017024	0.02896056037
941	0.9989017024	0.02891953786
942	0.9989017024	0.02890313025
943	0.9989017024	0.02889154028
944	0.998951625	0.0288712488
945	0.998951625	0.02883951091
946	0.998951625	0.02880901141
947	0.998951625	0.02877911827
948	0.998951625	0.02871566548
949	0.998951625	0.0286784026
950	0.998951625	0.02864273309
951	0.998951625	0.02862177242
952	0.998951625	0.02859833983
953	0.998951625	0.02858141396
954	0.998951625	0.02853619569
955	0.998951625	0.02847262381
956	0.9990015476	0.02837222329
957	0.9990015476	0.02831700906
958	0.9990015476	0.02829783705
959	0.9990015476	0.02827447036
960	0.9990015476	0.02819441005
961	0.9990015476	0.02812427352
962	0.9990015476	0.02808575315
963	0.9990015476	0.02804857134
964	0.9990015476	0.02801266573
965	0.9990015476	0.0279638015
966	0.9990015476	0.02793792781
967	0.9990015476	0.02790884023
968	0.9990514702	0.02786275664
969	0.9990514702	0.02781889203
970	0.9990514702	0.02778847998
971	0.9990514702	0.02774536666
972	0.9990514702	0.02773162842
973	0.9990514702	0.02770957298
974	0.9990514702	0.02768973854
975	0.9990514702	0.02767652217
976	0.9990514702	0.02764109184
977	0.9991013928	0.02760423397
978	0.9991013928	0.0275862004
979	0.9991013928	0.02755978341
980	0.9991013928	0.02751114778
981	0.9991513155	0.02747978769
982	0.9991513155	0.02744885879
983	0.9991513155	0.02742334932
984	0.9991513155	0.02738844488
985	0.9991513155	0.02737312329
986	0.9991513155	0.02735745365
987	0.9991513155	0.02732534368
988	0.9991513155	0.02730196699
989	0.9991513155	0.02722163058
990	0.9991513155	0.02719969337
991	0.9991513155	0.02717127966
992	0.9991513155	0.02713477157
993	0.9991513155	0.02710320349
994	0.9991513155	0.02707605563
995	0.9991513155	0.02704117628
996	0.9991513155	0.02701318036
997	0.9991513155	0.02699436632
998	0.9991513155	0.02691802419
999	0.9991513155	0.02690491605
1000	0.9991513155	0.02687275146
1001	0.9991513155	0.02682031255
1002	0.9992012381	0.02678894363
1003	0.9992012381	0.02677628341
1004	0.9992012381	0.02675609334
1005	0.9992012381	0.02673747161
1006	0.9992012381	0.02672031862
1007	0.9992012381	0.02663152719
1008	0.9992012381	0.02661640219
1009	0.9992012381	0.02659708235
1010	0.9992012381	0.02658265251
1011	0.9992012381	0.02654335902
1012	0.9992012381	0.02653188357
1013	0.9992012381	0.02651145625
1014	0.9992012381	0.02647441482
1015	0.9992012381	0.0264422583
1016	0.9992012381	0.02641118869
1017	0.9992012381	0.02636356402
1018	0.9992012381	0.02634944023
1019	0.9992012381	0.02628665121
1020	0.9992012381	0.0262687404
1021	0.9992012381	0.02625194569
1022	0.9992012381	0.02622576141
1023	0.9992511607	0.02620344258
1024	0.9992511607	0.02616555859
1025	0.9992511607	0.02613801209
1026	0.9992511607	0.02611434106
1027	0.9992511607	0.02607922819
1028	0.9992511607	0.02605079335
1029	0.9992511607	0.02600587157
1030	0.9992511607	0.0259582919
1031	0.9992511607	0.02590574998
1032	0.9992511607	0.02584723791
1033	0.9992511607	0.02582944599
1034	0.9992511607	0.02581425273
1035	0.9992511607	0.02579677843
1036	0.9992511607	0.02576765359
1037	0.9992511607	0.02574519457
1038	0.9992511607	0.02571641018
1039	0.9992511607	0.02569629759
1040	0.9992511607	0.02568705692
1041	0.9992511607	0.025634024
1042	0.9992511607	0.02557722797
1043	0.9992511607	0.02555302358
1044	0.9992511607	0.02552996712
1045	0.9992511607	0.02550013176
1046	0.9992511607	0.02546436386
1047	0.9992511607	0.02542402137
1048	0.9992511607	0.02539955305
1049	0.9992511607	0.02536439297
1050	0.9992511607	0.02532700742
1051	0.9992511607	0.02526744753
1052	0.9992511607	0.02525584973
1053	0.9992511607	0.02522236731
1054	0.9992511607	0.0251911819
1055	0.9993010833	0.02517402413
1056	0.9993010833	0.02515228474
1057	0.9993010833	0.02512140908
1058	0.9993010833	0.02509116774
1059	0.9993010833	0.02503313316
1060	0.9993010833	0.02500202387
1061	0.9993010833	0.02495543857
1062	0.9993010833	0.02494098576
1063	0.9993010833	0.02490562222
1064	0.9993010833	0.02487697787
1065	0.9993510059	0.02482367368
1066	0.9993510059	0.0247969333
1067	0.9993510059	0.02477924533
1068	0.9993510059	0.02476185343
1069	0.9993510059	0.02474865731
1070	0.9993510059	0.02473457127
1071	0.9993510059	0.02472232831
1072	0.9993510059	0.02470287718
1073	0.9993510059	0.02468759724
1074	0.9993510059	0.0246610753
1075	0.9993510059	0.02463954854
1076	0.9993510059	0.02462705423
1077	0.9993510059	0.0245864342
1078	0.9993510059	0.0245312045
1079	0.9994009286	0.02448057687
1080	0.9994009286	0.02446394857
1081	0.9993510059	0.02443872144
1082	0.9994009286	0.02440427529
1083	0.9994009286	0.02437688676
1084	0.9994009286	0.02435737897
1085	0.9994009286	0.02430029994
1086	0.9994009286	0.02429097107
1087	0.9994009286	0.02424823927
1088	0.9994508512	0.02421933207
1089	0.9995007738	0.02417992775
1090	0.9995007738	0.02416925993
1091	0.9995007738	0.0241478295
1092	0.9995506964	0.02412533145
1093	0.9995506964	0.02406296556
1094	0.9994508512	0.02404072065
1095	0.9994508512	0.02403434172
1096	0.9995007738	0.02402412951
1097	0.999600619	0.02397690464
1098	0.999600619	0.02391828906
1099	0.9996505417	0.02389544206
1100	0.9996505417	0.02387070348
1101	0.9996505417	0.02383806592
1102	0.9996505417	0.02381095707
1103	0.999600619	0.02379069358
1104	0.9997004643	0.02375715649
1105	0.9997004643	0.02373481245
1106	0.9997004643	0.02371741519
1107	0.9997004643	0.02367897543
1108	0.9997004643	0.02366624132
1109	0.9997004643	0.02360417083
1110	0.9997004643	0.02358438745
1111	0.9997004643	0.02353554918
1112	0.9997004643	0.02352631735
1113	0.9997004643	0.02350494467
1114	0.9997004643	0.02347392408
1115	0.9997004643	0.02344165484
1116	0.9997004643	0.0234261383
1117	0.9996505417	0.02338834298
1118	0.9996505417	0.02337850552
1119	0.9996505417	0.02335286124
1120	0.9996505417	0.02334451025
1121	0.9996505417	0.0233203651
1122	0.9996505417	0.02331400953
1123	0.9996505417	0.02327061464
1124	0.9996505417	0.0232319441
1125	0.9996505417	0.02319133525
1126	0.9996505417	0.02317754311
1127	0.9996505417	0.02316199037
1128	0.9996505417	0.02313458109
1129	0.9996505417	0.02310445944
1130	0.9997004643	0.02308289013
1131	0.9997004643	0.02306851117
1132	0.9997004643	0.02303880051
1133	0.9997004643	0.02302704853
1134	0.9997503869	0.02300521819
1135	0.9997004643	0.02299403855
1136	0.9997503869	0.02298225249
1137	0.9997503869	0.02296298344
1138	0.9997004643	0.02294033964
1139	0.9997004643	0.02292002677
1140	0.9997503869	0.02288627124
1141	0.9997004643	0.02284982221
1142	0.9997503869	0.02283668794
1143	0.9997503869	0.02282059761
1144	0.9997503869	0.0227882132
1145	0.9998003095	0.0227798927
1146	0.9998003095	0.02275610823
1147	0.9998003095	0.02272728194
1148	0.9998003095	0.02269277466
1149	0.9998003095	0.02268044592
1150	0.9998003095	0.02264765476
1151	0.9998003095	0.02262916714
1152	0.9998003095	0.02259450525
1153	0.9998003095	0.02258901303
1154	0.9998003095	0.02256713822
1155	0.9998003095	0.02253566827
1156	0.9998003095	0.02252189685
1157	0.9998003095	0.0225098763
1158	0.9998003095	0.02248692051
1159	0.9998003095	0.02246769097
1160	0.9998003095	0.0224461151
1161	0.9998003095	0.02243080681
1162	0.9998003095	0.02240476981
1163	0.9998003095	0.02238974816
1164	0.9998003095	0.02236364139
1165	0.9998003095	0.02233293548
1166	0.9998003095	0.02231543666
1167	0.9998003095	0.02230349919
1168	0.9998003095	0.02228099017
1169	0.9998003095	0.02224907552
1170	0.9998003095	0.02221597997
1171	0.9998003095	0.0221927292
1172	0.9998003095	0.02218210561
1173	0.9998003095	0.02217455725
1174	0.9998003095	0.0221648767
1175	0.9998003095	0.02211379749
1176	0.9998003095	0.02209262407
1177	0.9998003095	0.02207695916
1178	0.9998003095	0.02202656765
1179	0.9998003095	0.02202075983
1180	0.9998003095	0.0219912574
1181	0.9998003095	0.02194988064
1182	0.9998003095	0.02190947019
1183	0.9998003095	0.0218681019
1184	0.9998003095	0.02183481021
1185	0.9998003095	0.0218123077
1186	0.9998502321	0.02179108234
1187	0.9998502321	0.02176962449
1188	0.9998502321	0.02171496534
1189	0.9998502321	0.02167696965
1190	0.9998502321	0.02166797551
1191	0.9998502321	0.02165338417
1192	0.9998502321	0.02164256105
1193	0.9998502321	0.02161882861
1194	0.9998502321	0.02159971538
1195	0.9998502321	0.02158622225
1196	0.9998502321	0.02155408645
1197	0.9998502321	0.02153384604
1198	0.9998502321	0.02150317114
1199	0.9998502321	0.02146612149
